User_Type,Fabric_Length,Fabric_Width,Piece_Length,Piece_Width,Fabric_Type,GSM,Defect_Count,Marker_Efficiency,Layout_Type,Pieces_Along_Length,Pieces_Along_Width,Pieces_Possible,Waste_Percentage,Utilization_Percentage,Efficiency_Level
Tailor,8.45,43.58,1.6,26.21,Cotton,298,2,91.42,Rotated,5,1,4,17.24,82.76,Good
Tailor,9.92,55.73,1.01,23.56,Denim,293,6,79.78,Rotated,9,2,14,29.58,70.42,Moderate
Tailor,7.31,55.73,0.65,16.47,Cotton,281,4,81.44,Grid,11,3,26,26.14,73.86,Moderate
Factory,180.99,41.21,0.83,24.97,Cotton,192,9,72.55,Grid,218,1,158,38.0,62.0,Poor
Tailor,9.33,39.46,1.96,13.59,Cotton,130,8,86.25,Rotated,4,2,6,24.27,75.73,Moderate
Factory,160.25,40.28,1.09,16.05,Polyester,267,6,89.4,Rotated,147,2,262,18.16,81.84,Good
Factory,173.85,59.52,1.05,12.4,Cotton,131,7,86.04,Rotated,165,4,567,20.22,79.78,Moderate
Factory,173.18,62.83,1.69,13.62,Silk,265,6,77.46,Grid,102,4,316,28.45,71.55,Moderate
Tailor,4.65,61.23,1.09,26.35,Silk,116,8,90.93,Rotated,4,2,7,20.97,79.03,Moderate
Tailor,7.78,43.47,1.49,12.35,Polyester,101,8,81.18,Staggered,5,3,12,24.07,75.93,Moderate
Tailor,6.87,39.16,0.89,25.06,Cotton,131,8,77.46,Rotated,7,1,5,32.38,67.62,Poor
Tailor,3.24,37.66,1.92,28.09,Denim,268,8,81.12,Rotated,1,1,0,36.3,63.7,Poor
Factory,322.78,54.38,1.53,23.25,Cotton,160,0,74.7,Staggered,210,2,313,27.03,72.97,Moderate
Tailor,6.42,43.78,1.04,12.57,Silk,119,8,76.37,Staggered,6,3,13,35.73,64.27,Poor
Factory,87.46,45.15,1.14,23.89,Polyester,118,10,88.32,Rotated,76,1,67,25.01,74.99,Moderate
Factory,303.64,59.32,1.27,13.28,Polyester,180,6,79.47,Rotated,239,4,759,25.74,74.26,Moderate
Tailor,7.16,50.64,0.99,11.78,Denim,299,4,73.66,Grid,7,4,20,31.75,68.25,Poor
Tailor,4.41,39.78,1.89,13.51,Denim,250,7,72.39,Staggered,2,2,2,38.0,62.0,Poor
Factory,323.36,68.28,0.76,28.93,Silk,146,5,90.15,Rotated,425,2,766,17.16,82.84,Good
Factory,264.59,40.59,0.51,20.27,Polyester,268,2,73.57,Rotated,518,2,762,28.94,71.06,Moderate
Factory,368.38,44.97,1.41,24.14,Polyester,212,5,89.96,Rotated,261,1,234,22.73,77.27,Moderate
Tailor,3.75,66.89,1.92,18.13,Denim,123,10,71.99,Rotated,1,3,2,38.0,62.0,Poor
Tailor,1.76,46.29,1.89,26.17,Cotton,208,10,82.72,Rotated,0,1,0,35.1,64.9,Poor
Tailor,4.65,58.19,1.87,24.92,Silk,279,8,88.74,Grid,2,2,3,27.34,72.66,Moderate
Tailor,6.47,70.73,1.51,27.64,Polyester,144,1,79.18,Grid,4,2,6,27.71,72.29,Moderate
Factory,272.98,42.14,1.95,16.76,Polyester,238,1,77.25,Staggered,139,2,214,28.81,71.19,Moderate
Factory,147.86,46.97,1.9,22.86,Cotton,218,9,91.21,Grid,77,2,140,15.99,84.01,Good
Factory,184.26,39.86,1.02,24.45,Silk,190,0,72.53,Staggered,180,1,130,36.88,63.12,Poor
Tailor,4.7,68.87,0.51,25.39,Denim,157,7,79.88,Staggered,9,2,14,33.58,66.42,Poor
Factory,98.91,51.79,1.76,13.24,Denim,291,6,70.15,Rotated,56,3,117,37.57,62.43,Poor
Tailor,2.2,51.16,1.0,10.63,Polyester,222,10,94.57,Grid,2,4,7,19.43,80.57,Good
Tailor,3.92,63.52,1.82,20.04,Silk,133,1,93.94,Grid,2,3,5,14.53,85.47,Good
Tailor,7.91,44.51,1.52,16.84,Cotton,211,7,77.24,Staggered,5,2,7,31.42,68.58,Poor
Tailor,7.56,42.73,0.92,12.3,Denim,279,3,86.66,Staggered,8,3,20,18.51,81.49,Good
Tailor,7.31,54.08,0.77,29.85,Polyester,158,1,73.31,Grid,9,1,6,33.32,66.68,Poor
Tailor,4.84,58.19,0.64,11.02,Silk,234,4,87.5,Grid,7,5,30,21.65,78.35,Moderate
Tailor,5.59,59.18,0.96,15.38,Denim,189,6,76.17,Grid,5,3,11,32.34,67.66,Poor
Factory,145.39,52.99,1.86,12.02,Polyester,164,7,79.09,Staggered,78,4,246,27.72,72.28,Moderate
Tailor,3.98,62.69,1.04,25.58,Denim,160,10,76.9,Rotated,3,2,4,38.0,62.0,Poor
Tailor,6.67,57.67,0.56,29.37,Polyester,149,7,93.14,Grid,11,1,10,19.12,80.88,Good
Factory,376.41,71.63,0.8,24.42,Cotton,132,3,80.46,Rotated,470,2,756,27.08,72.92,Moderate
Factory,452.71,52.15,1.58,28.22,Cotton,223,6,83.09,Rotated,286,1,237,27.92,72.08,Moderate
Factory,363.52,40.64,0.57,21.32,Polyester,289,6,82.38,Rotated,637,1,524,30.91,69.09,Poor
Tailor,4.94,54.33,1.34,17.8,Denim,152,2,70.09,Rotated,3,3,6,38.0,62.0,Poor
Factory,276.72,61.94,0.89,27.05,Denim,281,4,83.8,Grid,310,2,519,24.58,75.42,Moderate
Factory,67.59,41.33,1.83,28.54,Denim,113,10,94.5,Grid,36,1,34,17.64,82.36,Good
Factory,334.71,71.0,0.99,28.93,Denim,284,2,80.21,Rotated,338,2,542,26.55,73.45,Moderate
Tailor,8.42,43.89,1.95,13.53,Cotton,237,10,94.47,Rotated,4,3,11,12.02,87.98,Good
Factory,475.55,45.26,1.44,22.09,Polyester,213,3,78.11,Grid,330,2,515,27.25,72.75,Moderate
Factory,120.04,44.34,1.59,17.37,Silk,123,7,74.54,Grid,75,2,111,35.75,64.25,Poor
Factory,474.51,42.49,0.92,16.2,Polyester,200,10,85.2,Grid,515,2,877,24.66,75.34,Moderate
Factory,459.11,70.93,0.65,20.54,Cotton,254,1,79.45,Grid,706,3,1682,22.65,77.35,Moderate
Tailor,2.19,63.72,0.9,28.77,Cotton,102,1,83.56,Staggered,2,2,3,22.3,77.7,Moderate
Tailor,5.32,56.26,1.17,13.26,Denim,222,2,76.1,Rotated,4,4,12,30.49,69.51,Poor
Tailor,1.19,37.6,1.32,12.05,Silk,136,0,92.8,Grid,0,3,0,20.72,79.28,Moderate
Factory,344.91,44.13,1.82,17.69,Cotton,225,2,94.77,Grid,189,2,358,12.71,87.29,Good
Factory,84.33,48.01,1.04,28.49,Cotton,111,9,73.78,Staggered,81,1,59,38.0,62.0,Poor
Factory,117.6,60.02,0.95,26.35,Denim,126,4,92.91,Rotated,123,2,228,12.39,87.61,Good
Tailor,8.1,67.02,1.97,25.56,Polyester,181,2,79.76,Rotated,4,2,6,27.41,72.59,Moderate
Tailor,2.02,51.39,1.59,12.89,Denim,132,2,89.19,Staggered,1,3,2,20.79,79.21,Moderate
Factory,320.78,58.92,0.71,28.88,Polyester,198,6,83.73,Rotated,451,2,755,21.29,78.71,Moderate
Tailor,4.46,56.91,1.13,21.56,Polyester,279,1,75.88,Grid,3,2,4,35.42,64.58,Poor
Factory,301.27,70.47,1.88,11.19,Denim,192,2,77.37,Grid,160,6,742,27.12,72.88,Moderate
Factory,159.12,65.8,0.58,12.76,Polyester,196,0,87.4,Staggered,274,5,1197,14.3,85.7,Good
Tailor,5.29,57.38,0.74,12.94,Polyester,120,3,71.93,Rotated,7,4,20,32.64,67.36,Poor
Tailor,5.23,41.04,1.29,28.98,Silk,205,5,81.1,Rotated,4,1,3,27.34,72.66,Moderate
Tailor,1.54,59.13,1.41,13.47,Polyester,102,6,90.82,Rotated,1,4,3,20.34,79.66,Moderate
Factory,463.62,54.07,1.56,18.47,Polyester,169,1,83.04,Grid,297,2,493,22.16,77.84,Moderate
Tailor,2.97,42.61,1.62,21.19,Cotton,277,7,81.94,Rotated,1,2,1,32.84,67.16,Poor
Tailor,1.49,49.37,1.14,15.4,Cotton,119,5,85.08,Staggered,1,3,2,23.74,76.26,Moderate
Tailor,1.59,57.5,1.63,16.18,Polyester,263,0,76.01,Grid,0,3,0,38.0,62.0,Poor
Factory,70.56,47.32,1.92,10.17,Denim,292,4,93.97,Rotated,36,4,135,13.48,86.52,Good
Factory,488.23,61.3,0.65,18.15,Cotton,228,2,70.59,Staggered,751,3,1590,35.36,64.64,Poor
Tailor,3.61,41.46,1.19,27.7,Cotton,283,3,92.11,Rotated,3,1,2,17.26,82.74,Good
Tailor,9.94,54.06,1.99,22.17,Denim,214,2,78.48,Staggered,4,2,6,30.2,69.8,Poor
Tailor,9.02,63.87,1.08,14.18,Cotton,139,9,85.69,Staggered,8,4,27,22.02,77.98,Moderate
Factory,296.21,70.88,1.67,11.74,Cotton,216,5,74.24,Staggered,177,6,788,29.55,70.45,Moderate
Factory,209.02,38.56,1.57,19.21,Silk,165,7,86.26,Grid,133,2,229,24.62,75.38,Moderate
Factory,67.82,66.92,1.1,27.14,Polyester,212,5,82.81,Rotated,61,2,101,23.43,76.57,Moderate
Factory,277.67,45.46,1.81,23.65,Cotton,289,3,87.49,Rotated,153,1,133,23.91,76.09,Moderate
Factory,219.12,56.52,1.78,14.46,Silk,271,1,78.72,Staggered,123,3,290,31.43,68.57,Poor
Factory,99.1,42.49,0.66,29.19,Silk,296,6,74.99,Staggered,150,1,112,34.75,65.25,Poor
Factory,145.69,62.69,0.67,19.09,Polyester,220,2,86.01,Staggered,217,3,559,17.98,82.02,Good
Factory,78.08,65.11,1.68,29.57,Polyester,113,3,91.7,Rotated,46,2,84,13.42,86.58,Good
Tailor,1.75,38.49,1.11,15.97,Silk,207,8,75.35,Staggered,1,2,1,38.0,62.0,Poor
Factory,203.91,63.11,0.75,16.99,Silk,223,7,83.39,Grid,271,3,677,26.79,73.21,Moderate
Factory,420.36,56.19,1.84,13.97,Polyester,182,10,94.66,Rotated,228,4,863,13.0,87.0,Good
Factory,56.38,68.27,1.9,19.99,Denim,129,10,80.16,Rotated,29,3,69,30.48,69.52,Poor
Tailor,6.71,59.0,1.37,10.73,Polyester,207,8,89.36,Rotated,4,5,17,17.48,82.52,Good
Tailor,9.75,56.77,0.52,26.28,Cotton,177,4,82.55,Grid,18,2,29,22.94,77.06,Moderate
Factory,236.32,48.66,1.74,18.52,Denim,129,2,81.47,Staggered,135,2,219,23.72,76.28,Moderate
Factory,221.7,66.42,1.53,18.75,Denim,279,9,93.45,Grid,144,3,403,18.84,81.16,Good
Tailor,1.81,36.59,1.9,12.07,Cotton,262,7,82.58,Grid,0,3,0,36.09,63.91,Poor
Tailor,3.01,52.37,1.07,13.91,Silk,131,5,94.19,Staggered,2,3,5,19.92,80.08,Good
Factory,53.42,49.49,0.84,15.67,Denim,178,6,86.83,Grid,63,3,164,22.54,77.46,Moderate
Tailor,1.24,64.46,1.76,20.38,Denim,185,2,93.98,Staggered,0,3,0,19.52,80.48,Good
Tailor,6.55,50.16,0.58,28.64,Silk,132,10,79.76,Rotated,11,1,8,34.63,65.37,Poor
Tailor,4.94,39.58,1.7,20.09,Silk,295,10,92.92,Rotated,2,1,1,25.34,74.66,Moderate
Tailor,1.84,51.75,1.44,21.87,Cotton,258,8,93.01,Grid,1,2,1,20.0,80.0,Good
Tailor,9.85,58.84,1.67,13.73,Polyester,176,3,83.39,Grid,5,4,16,24.58,75.42,Moderate
Factory,396.68,59.73,0.91,28.7,Cotton,263,9,91.67,Grid,435,2,797,15.91,84.09,Good
Tailor,2.28,45.43,0.77,11.55,Denim,153,6,72.52,Grid,2,3,4,38.0,62.0,Poor
Tailor,2.89,51.12,1.83,22.67,Silk,141,2,77.47,Grid,1,2,1,35.45,64.55,Poor
Tailor,2.05,48.34,1.02,29.9,Cotton,140,8,88.54,Grid,2,1,1,24.15,75.85,Moderate
Tailor,5.66,63.39,0.82,17.3,Polyester,107,5,73.46,Grid,6,3,13,36.71,63.29,Poor
Factory,173.15,43.17,0.64,24.16,Denim,219,7,80.9,Staggered,270,1,218,33.94,66.06,Poor
Tailor,7.18,67.94,0.92,17.86,Denim,142,3,93.84,Staggered,7,3,19,12.81,87.19,Good
Factory,417.15,58.42,1.41,18.59,Denim,195,10,90.48,Staggered,295,3,800,15.88,84.12,Good
Factory,314.09,46.57,1.74,22.9,Denim,201,0,72.87,Staggered,180,2,262,28.31,71.69,Moderate
Tailor,1.65,59.65,1.06,25.59,Cotton,102,5,87.21,Rotated,1,2,1,23.91,76.09,Moderate
Factory,454.43,56.22,1.08,22.04,Polyester,126,8,76.95,Rotated,420,2,646,32.24,67.76,Poor
Tailor,6.17,59.27,1.52,18.7,Denim,150,3,71.24,Staggered,4,3,8,35.76,64.24,Poor
Factory,103.67,52.3,1.4,21.82,Polyester,247,0,77.13,Rotated,74,2,114,27.89,72.11,Moderate
Tailor,9.2,46.24,1.76,18.06,Cotton,186,10,70.41,Staggered,5,2,7,38.0,62.0,Poor
Factory,173.6,63.13,1.1,21.13,Denim,226,9,71.18,Staggered,157,2,223,38.0,62.0,Poor
Tailor,8.59,69.76,0.65,14.48,Cotton,135,1,94.84,Rotated,13,4,49,9.28,90.72,Excellent
Tailor,2.72,68.48,1.05,28.06,Cotton,276,0,76.49,Grid,2,2,3,33.92,66.08,Poor
Tailor,3.37,60.77,1.69,17.59,Polyester,135,9,81.52,Grid,1,3,2,34.43,65.57,Poor
Factory,336.61,60.06,1.28,14.81,Silk,269,7,94.41,Staggered,262,4,989,14.2,85.8,Good
Tailor,3.37,46.66,0.62,21.17,Polyester,268,10,88.38,Grid,5,2,8,22.63,77.37,Moderate
Factory,77.12,36.47,0.82,26.37,Polyester,224,1,78.51,Rotated,94,1,73,28.23,71.77,Moderate
Factory,392.22,47.23,1.18,13.08,Cotton,133,3,92.92,Staggered,332,3,925,15.49,84.51,Good
Tailor,8.02,42.77,0.92,13.28,Denim,247,10,72.55,Staggered,8,3,17,38.0,62.0,Poor
Tailor,1.15,52.59,0.9,19.52,Silk,190,4,72.96,Rotated,1,2,1,38.0,62.0,Poor
Tailor,4.57,51.51,1.0,18.83,Denim,125,0,86.22,Rotated,4,2,6,22.31,77.69,Moderate
Tailor,4.62,57.39,1.29,19.87,Silk,127,10,71.25,Grid,3,2,4,38.0,62.0,Poor
Tailor,9.06,56.71,0.86,20.64,Denim,157,9,87.49,Staggered,10,2,17,23.53,76.47,Moderate
Factory,272.83,42.16,0.81,22.74,Denim,287,0,72.36,Rotated,336,1,243,38.0,62.0,Poor
Factory,433.65,60.77,0.76,23.63,Polyester,147,5,92.5,Grid,570,2,1054,16.04,83.96,Good
Factory,200.32,42.39,0.9,11.54,Cotton,252,5,94.24,Rotated,222,3,627,11.55,88.45,Good
Factory,99.22,65.48,1.35,29.81,Polyester,234,8,74.18,Grid,73,2,108,32.07,67.93,Poor
Factory,253.68,62.45,1.98,15.15,Silk,164,5,81.47,Staggered,128,4,417,23.19,76.81,Moderate
Factory,100.74,60.69,1.59,10.41,Silk,156,10,94.85,Staggered,63,5,298,15.11,84.89,Good
Factory,211.74,62.8,0.79,29.1,Cotton,170,10,86.97,Staggered,268,2,466,25.52,74.48,Moderate
Tailor,3.39,60.45,1.83,17.82,Silk,170,4,74.76,Rotated,1,3,2,37.98,62.02,Poor
Tailor,4.9,52.38,1.95,25.85,Denim,128,0,82.47,Rotated,2,2,3,24.97,75.03,Moderate
Factory,330.71,59.92,0.96,15.77,Denim,103,7,71.02,Staggered,344,3,732,37.91,62.09,Poor
Factory,187.62,51.49,1.49,10.01,Denim,135,5,91.97,Rotated,125,5,574,15.26,84.74,Good
Tailor,9.58,61.68,0.71,24.66,Silk,249,1,77.27,Grid,13,2,20,32.28,67.72,Poor
Factory,240.15,70.81,0.65,15.23,Denim,252,4,74.33,Staggered,369,4,1097,31.75,68.25,Poor
Tailor,7.15,43.18,0.7,21.09,Denim,178,1,77.43,Rotated,10,2,15,24.52,75.48,Moderate
Factory,93.22,54.96,1.54,20.08,Denim,219,5,80.69,Staggered,60,2,96,29.59,70.41,Moderate
Tailor,9.62,51.15,1.63,22.3,Denim,162,9,82.81,Grid,5,2,8,30.65,69.35,Poor
Factory,74.09,66.42,0.69,23.4,Silk,295,8,81.51,Grid,107,2,174,31.8,68.2,Poor
Tailor,4.0,39.51,0.94,19.63,Denim,115,1,88.51,Rotated,4,2,7,18.2,81.8,Good
Tailor,5.65,56.23,1.95,12.73,Polyester,177,10,77.77,Grid,2,4,6,35.51,64.49,Poor
Tailor,2.03,36.0,1.41,12.42,Cotton,163,3,72.59,Grid,1,2,1,38.0,62.0,Poor
Tailor,9.33,46.8,1.23,13.68,Polyester,239,4,90.54,Rotated,7,3,19,16.77,83.23,Good
Tailor,4.89,58.9,0.78,26.37,Polyester,143,8,88.54,Rotated,6,2,10,21.58,78.42,Moderate
Factory,350.39,70.53,1.24,23.35,Silk,198,1,81.6,Staggered,282,3,690,21.87,78.13,Moderate
Tailor,6.08,36.4,0.95,22.9,Silk,110,5,94.07,Staggered,6,1,5,18.22,81.78,Good
Tailor,9.84,48.88,1.78,20.06,Denim,280,8,79.77,Grid,5,2,7,31.5,68.5,Poor
Factory,256.77,66.91,0.71,25.7,Denim,200,1,92.9,Rotated,361,2,670,14.56,85.44,Good
Tailor,6.18,69.39,1.66,20.51,Polyester,278,5,84.72,Rotated,3,3,7,24.19,75.81,Moderate
Factory,80.41,37.06,1.6,14.63,Cotton,227,10,81.91,Grid,50,2,81,30.95,69.05,Poor
Tailor,1.95,67.71,1.59,17.68,Silk,116,0,85.3,Grid,1,3,2,25.67,74.33,Moderate
Factory,393.51,57.84,1.76,28.47,Denim,127,7,79.44,Rotated,223,2,354,27.86,72.14,Moderate
Factory,271.0,60.44,0.84,24.84,Silk,235,3,72.15,Grid,322,2,464,35.02,64.98,Poor
Tailor,1.3,41.06,0.51,25.49,Cotton,187,2,87.06,Rotated,2,1,1,24.43,75.57,Moderate
Tailor,6.13,53.05,1.03,22.37,Polyester,117,7,80.69,Staggered,5,2,8,28.78,71.22,Moderate
Tailor,8.04,46.74,0.68,14.61,Denim,105,3,90.53,Staggered,11,3,29,14.97,85.03,Good
Factory,80.58,67.37,1.95,11.5,Polyester,232,9,82.5,Staggered,41,5,169,28.03,71.97,Moderate
Tailor,6.24,69.73,1.98,23.06,Cotton,186,6,76.52,Staggered,3,3,6,29.36,70.64,Moderate
Tailor,5.92,62.42,1.89,23.27,Cotton,160,7,71.82,Rotated,3,2,4,38.0,62.0,Poor
Tailor,4.11,38.55,1.12,24.79,Cotton,241,7,93.67,Staggered,3,1,2,18.8,81.2,Good
Factory,278.42,59.41,1.15,16.07,Polyester,105,0,70.66,Grid,242,3,512,35.28,64.72,Poor
Tailor,5.97,37.88,1.65,23.91,Silk,279,6,83.74,Grid,3,1,2,31.41,68.59,Poor
Factory,208.31,48.35,1.88,14.76,Cotton,250,0,75.68,Rotated,110,3,249,29.85,70.15,Moderate
Tailor,9.92,36.54,1.58,26.25,Cotton,114,2,80.96,Staggered,6,1,4,24.62,75.38,Moderate
Tailor,9.98,40.67,1.1,23.15,Cotton,119,4,93.46,Grid,9,1,8,17.14,82.86,Good
Factory,453.94,66.92,1.17,16.05,Denim,299,8,77.32,Rotated,387,4,1196,31.28,68.72,Poor
Factory,364.0,54.12,0.58,28.01,Silk,171,1,75.09,Grid,627,1,470,36.55,63.45,Poor
Factory,383.86,43.59,1.06,26.33,Polyester,109,3,87.46,Rotated,362,1,316,20.86,79.14,Moderate
Tailor,5.49,37.22,0.92,17.68,Cotton,115,4,91.36,Staggered,5,2,9,15.94,84.06,Good
Factory,249.81,44.08,1.07,23.2,Cotton,269,4,70.78,Staggered,233,1,164,38.0,62.0,Poor
Factory,465.21,68.67,1.72,21.82,Cotton,187,9,80.85,Staggered,270,3,654,28.37,71.63,Moderate
Tailor,8.27,55.92,1.93,28.65,Denim,236,7,80.6,Rotated,4,1,3,31.63,68.37,Poor
Tailor,9.64,52.82,1.99,14.76,Cotton,171,10,93.77,Grid,4,3,11,20.46,79.54,Moderate
Factory,201.89,50.21,1.42,17.23,Denim,300,10,90.26,Rotated,142,2,256,21.99,78.01,Moderate
Factory,426.2,66.51,1.17,10.35,Cotton,219,0,94.15,Staggered,364,6,2056,7.13,92.87,Excellent
Factory,76.36,69.8,0.91,22.21,Denim,116,7,74.5,Staggered,83,3,185,32.2,67.8,Poor
Tailor,6.67,41.29,1.43,10.99,Cotton,267,0,74.61,Rotated,4,3,8,30.38,69.62,Poor
Tailor,5.98,44.21,1.93,29.84,Denim,104,10,91.12,Staggered,3,1,2,21.85,78.15,Moderate
Tailor,4.15,38.79,1.17,20.22,Polyester,152,5,84.26,Rotated,3,1,2,27.31,72.69,Moderate
Factory,114.39,47.76,1.68,16.7,Silk,266,5,81.77,Staggered,68,2,111,27.2,72.8,Moderate
Tailor,3.62,41.4,1.39,12.12,Polyester,180,8,87.89,Rotated,2,3,5,24.82,75.18,Moderate
Factory,472.97,49.64,1.37,23.14,Polyester,197,10,71.96,Grid,345,2,496,38.0,62.0,Poor
Factory,292.54,40.36,1.82,25.96,Silk,268,8,83.01,Staggered,160,1,132,29.51,70.49,Moderate
Factory,459.98,47.83,1.7,29.55,Polyester,216,5,88.7,Grid,270,1,239,20.39,79.61,Moderate
Factory,212.85,48.67,1.26,28.29,Silk,254,3,81.22,Staggered,168,1,136,31.27,68.73,Poor
Tailor,9.33,44.82,1.86,23.48,Polyester,255,4,89.9,Staggered,5,1,4,17.49,82.51,Good
Factory,277.26,41.34,1.24,27.63,Polyester,146,7,70.39,Grid,223,1,156,37.84,62.16,Poor
Factory,384.28,40.55,0.55,18.63,Polyester,118,2,82.87,Rotated,698,2,1156,21.61,78.39,Moderate
Factory,107.35,61.09,0.86,15.87,Denim,186,9,85.22,Grid,124,3,317,25.38,74.62,Moderate
Factory,477.46,68.78,1.45,24.81,Silk,174,7,87.5,Rotated,329,2,575,21.01,78.99,Moderate
Tailor,2.37,36.28,1.39,23.48,Silk,197,5,80.96,Rotated,1,1,0,35.12,64.88,Poor
Tailor,3.09,53.76,0.57,20.35,Silk,173,5,79.6,Grid,5,2,7,32.67,67.33,Poor
Tailor,4.87,46.02,1.82,16.29,Denim,172,2,72.96,Staggered,2,2,2,37.46,62.54,Poor
Tailor,3.6,69.04,1.98,25.07,Polyester,270,4,73.53,Grid,1,2,1,38.0,62.0,Poor
Tailor,1.25,68.49,1.94,20.8,Polyester,101,7,90.81,Grid,0,3,0,25.98,74.02,Moderate
Factory,379.44,54.75,1.75,15.9,Cotton,283,1,81.11,Staggered,216,3,525,23.49,76.51,Moderate
Tailor,9.94,62.34,0.67,17.07,Cotton,290,3,88.18,Staggered,14,3,37,18.15,81.85,Good
Factory,333.78,54.46,1.67,24.14,Denim,109,6,72.51,Rotated,199,2,288,36.64,63.36,Poor
Tailor,9.54,58.58,0.87,21.73,Polyester,272,3,76.63,Grid,10,2,15,29.81,70.19,Moderate
Factory,177.17,43.15,1.81,29.02,Polyester,100,6,71.68,Rotated,97,1,69,35.71,64.29,Poor
Tailor,4.76,45.47,1.07,21.68,Denim,223,8,86.42,Grid,4,2,6,26.48,73.52,Moderate
Factory,350.59,53.65,1.45,21.96,Silk,175,1,75.47,Staggered,241,2,363,29.87,70.13,Moderate
Tailor,6.96,40.17,1.2,16.38,Cotton,188,6,87.62,Staggered,5,2,8,22.58,77.42,Moderate
Factory,359.25,37.04,0.9,14.3,Silk,115,8,89.29,Staggered,399,2,712,20.94,79.06,Moderate
Factory,241.34,45.39,0.58,19.71,Polyester,186,10,90.46,Staggered,416,2,752,18.15,81.85,Good
Tailor,5.82,64.06,0.67,29.37,Denim,133,9,83.49,Rotated,8,2,13,22.78,77.22,Moderate
Factory,460.5,63.61,1.33,23.1,Polyester,192,8,74.96,Grid,346,2,518,37.22,62.78,Poor
Tailor,3.61,41.81,1.06,18.27,Polyester,103,0,91.14,Rotated,3,2,5,14.83,85.17,Good
Factory,69.03,46.19,0.54,22.63,Polyester,108,4,88.75,Staggered,127,2,225,16.02,83.98,Good
Factory,437.89,38.75,1.26,24.07,Silk,105,0,88.57,Rotated,347,1,307,18.19,81.81,Good
Factory,137.43,57.8,0.97,16.47,Cotton,177,4,81.47,Grid,141,3,344,25.48,74.52,Moderate
Factory,219.46,51.46,0.83,18.13,Denim,223,4,92.69,Rotated,264,2,489,15.62,84.38,Good
Factory,377.4,70.25,1.64,24.29,Silk,157,9,94.38,Staggered,230,2,434,18.56,81.44,Good
Factory,303.42,59.14,1.0,26.19,Cotton,124,8,74.23,Staggered,303,2,449,33.64,66.36,Poor
Factory,327.42,53.05,1.58,21.33,Polyester,115,7,76.3,Staggered,207,2,315,34.13,65.87,Poor
Tailor,3.89,56.35,1.11,10.11,Polyester,293,8,89.87,Rotated,3,5,13,23.16,76.84,Moderate
Tailor,3.9,61.52,1.27,27.17,Cotton,126,6,87.48,Staggered,3,2,5,21.0,79.0,Moderate
Tailor,2.5,51.75,1.96,10.78,Silk,226,2,85.65,Rotated,1,4,3,24.92,75.08,Moderate
Factory,229.73,46.68,1.15,15.88,Denim,233,5,85.38,Staggered,199,2,339,24.96,75.04,Moderate
Factory,285.46,43.36,1.42,24.29,Denim,220,7,75.27,Staggered,201,1,151,36.96,63.04,Poor
Tailor,2.48,61.74,1.21,16.35,Polyester,138,7,71.68,Grid,2,3,4,38.0,62.0,Poor
Tailor,5.84,47.92,0.59,19.37,Polyester,117,5,85.91,Grid,9,2,15,20.73,79.27,Moderate
Tailor,3.47,65.55,1.8,21.69,Denim,194,9,89.17,Staggered,1,3,2,25.6,74.4,Moderate
Tailor,1.7,41.49,1.6,15.6,Denim,244,1,73.17,Rotated,1,2,1,36.21,63.79,Poor
Factory,309.05,66.72,1.41,29.33,Silk,153,2,70.07,Grid,219,2,306,34.46,65.54,Poor
Tailor,2.29,53.12,0.5,11.56,Cotton,135,8,90.18,Staggered,4,4,14,22.51,77.49,Moderate
Tailor,3.17,50.16,1.66,24.12,Denim,179,8,77.92,Grid,1,2,1,38.0,62.0,Poor
Tailor,9.51,66.01,1.57,26.8,Silk,225,4,87.13,Rotated,6,2,10,20.26,79.74,Moderate
Tailor,1.23,49.16,1.2,23.4,Silk,154,9,83.99,Grid,1,2,1,24.92,75.08,Moderate
Tailor,2.76,49.0,0.79,21.72,Denim,124,5,92.9,Rotated,3,2,5,17.61,82.39,Good
Tailor,6.82,59.1,1.1,29.91,Denim,170,10,71.43,Rotated,6,1,4,38.0,62.0,Poor
Factory,498.75,58.76,1.24,19.47,Cotton,109,5,70.72,Rotated,402,3,852,31.6,68.4,Poor
Tailor,1.75,66.03,0.68,18.87,Cotton,180,1,91.45,Staggered,2,3,5,17.59,82.41,Good
Tailor,3.99,60.19,1.85,27.95,Polyester,250,5,82.91,Rotated,2,2,3,26.88,73.12,Moderate
Tailor,1.58,65.7,1.25,24.58,Cotton,144,7,71.11,Rotated,1,2,1,38.0,62.0,Poor
Tailor,6.72,66.32,1.91,16.22,Denim,130,5,81.66,Rotated,3,4,9,24.14,75.86,Moderate
Tailor,2.05,39.26,1.59,13.71,Cotton,296,2,89.72,Grid,1,2,1,22.7,77.3,Moderate
Tailor,3.77,60.51,1.91,27.29,Polyester,179,0,79.48,Staggered,1,2,1,30.19,69.81,Poor
Factory,236.29,66.07,0.91,13.98,Denim,166,7,76.61,Staggered,259,4,793,29.84,70.16,Moderate
Factory,423.28,60.73,0.76,28.99,Silk,139,8,84.22,Rotated,556,2,936,25.21,74.79,Moderate
Factory,143.35,61.19,1.26,26.6,Denim,123,8,89.34,Staggered,113,2,201,19.16,80.84,Good
Tailor,5.65,58.72,1.21,19.34,Denim,195,9,79.45,Rotated,4,3,9,30.22,69.78,Poor
